item_number	title	condition	description	email	type	piece_count	platform	media
4057	The Binding of Isaac	Mint	Edmund McMillen   Florian Himsl, Edmund McMillen	usr545@gt.edu	Computer Game		Windows	
4058	Trok 	Like New	Trok TCG   	usr545@gt.edu	Card Game			
4059	MLB Stickball	Damaged/Missing parts	Sports & Recreation   Gaia Industries	usr545@gt.edu	Video Game		Xbox	Game card
4060	Parques	Moderately Used	Colombia  Two six-sided dice	usr545@gt.edu	Board Game			
4061	Ashte kashte	Moderately Used	Bengal, India  Four thrown cowry shells	usr545@gt.edu	Board Game			
4062	State of Decay	Mint	Undead Labs   Microsoft Studios	usr545@gt.edu	Computer Game		macOS	
4063	Ogre Battle 64: Person of Lordly Caliber	Like New	Quest Corporation   Atlus USANA	usr545@gt.edu	Video Game		Nintendo	Game card
4064	Midsummer Night's Dream	Moderately Used	Henri Loustau	usr545@gt.edu	Jigsaw Puzzle	41		
4065	"Takaharuga God TCG	"	Damaged/Missing parts	Media Works   	usr545@gt.edu	Card Game			
4066	Major League Baseball 2K8	Like New	Sports   Kush Games	usr546@gt.edu	Video Game		Xbox	Cartridge
4067	Pony Island	Heavily Used	Daniel Mullins Games	usr546@gt.edu	Computer Game		Windows	
4068	Mad Riders	Mint		usr546@gt.edu	Video Game		Xbox	Cartridge
4069	Marlow Briggs and the Mask of Death	Mint	Action & Adventure   ZootFly	usr546@gt.edu	Video Game		Xbox	Optical disc
4070	Case Closed Trading Card Game	Lightly Used	Score Entertainment   	usr546@gt.edu	Card Game			
4071	Hegemon	Heavily Used		usr546@gt.edu	Board Game			
4072	BioShock	Heavily Used	2K Boston, 2K Australia   2K Games	usr546@gt.edu	Computer Game		macOS	
4073	The New Tetris	Like New	H2O Entertainment   	usr547@gt.edu	Video Game		Nintendo	Optical disc
4074	THQNA/PAL	Mint		usr547@gt.edu	Video Game		Nintendo	Cartridge
4075	Gundam War Nex-A 	Heavily Used	Bandai   	usr547@gt.edu	Card Game			
4076	King Arthur II: The Role-Playing Wargame	Moderately Used	NeocoreGames   Paradox Interactive	usr547@gt.edu	Computer Game		macOS	
4077	JoJo's Bizarre Adventure: Eyes of Heaven	Heavily Used		usr547@gt.edu	Video Game		PlayStation	Game card
4078	Wizard in Training 	Lightly Used	Upper Deck   	usr547@gt.edu	Card Game			
4079	Battleground 4: Shiloh	Damaged/Missing parts	TalonSoft	usr547@gt.edu	Computer Game		Windows	
4080	Towers in Time 	Damaged/Missing parts	Thunder Castle Games   	usr547@gt.edu	Card Game			
4081	Star Wars: Republic Commando	Moderately Used	LucasArts, Magellan Interactive   THQ Wireless	usr547@gt.edu	Computer Game		macOS	
4082	The Terminator 	Lightly Used	Precedence Entertainment/Tyranny Games/Zehrapushu/ZI Games   	usr548@gt.edu	Card Game			
4083	Multi-Racing ChampionshipJP	Lightly Used	Genki   ImagineerJP	usr548@gt.edu	Video Game		Nintendo	Optical disc
4084	Mad Riders	Damaged/Missing parts	Racing & Flying   Techland	usr548@gt.edu	Video Game		Xbox	Cartridge
4085	Harry Potter Trading Card Game	Lightly Used	Wizards of the Coast   	usr548@gt.edu	Card Game			
4086	Ocean Life 	Lightly Used		usr548@gt.edu	Jigsaw Puzzle	147		
4087	Age of Empires	Damaged/Missing parts	Ensemble Studios   Microsoft Game Studios	usr548@gt.edu	Computer Game		Windows	
4088	Space Construction 	Lightly Used	Jigsaw Puzzle By Ravensburger NEW	usr548@gt.edu	Jigsaw Puzzle	60		
4089	Batman: Arkham Origins	Lightly Used	WB Games Montr�al, Splash Damage   Warner Bros. Interactive Entertainment	usr548@gt.edu	Computer Game		Windows	
4090	StarCraft II: Heart of the Swarm	Like New		usr548@gt.edu	Computer Game		Windows	
4091	Nuclear Strike 64	Like New	EA   	usr548@gt.edu	Video Game		Nintendo	Optical disc
4092	Dragon Ball Z Collectible Card Game 	Damaged/Missing parts		usr549@gt.edu	Card Game			
4093	Madagascar Kartz	Damaged/Missing parts	Racing   Sidhe Interactive	usr549@gt.edu	Video Game		Xbox	Cartridge
4094	Peter Pan & the Irate Pirate	Like New	Molly Delaney (art)	usr549@gt.edu	Jigsaw Puzzle	58		
4095	Flesh & Blood 	Heavily Used	Legend Story Studios   	usr549@gt.edu	Card Game			
4096	A Chair in a Room: Greenwater	Like New	Wolf & Wood Interactive Ltd	usr549@gt.edu	Computer Game		Windows	
4097	Eiffel Tower	Moderately Used	3D Jigsaw Puzzle By Ravensburger	usr549@gt.edu	Jigsaw Puzzle	216		
4098	Dragon Ball Super Card Game 	Moderately Used	Bandai   	usr549@gt.edu	Card Game			
4099	Tyre	Lightly Used	Simulations Publications, Inc.  1978	usr549@gt.edu	Board Game			
4100	Gasaraki Mission Director 	Mint	Bandai   	usr550@gt.edu	Card Game			
4101	Phalanx	Damaged/Missing parts	Simulations Publications, Inc.  1971	usr550@gt.edu	Board Game			
4102	Weekly Shonen Sunday VS Weekly Shonen Magazine 	Damaged/Missing parts		usr550@gt.edu	Card Game			
4103	ARMA 2	Damaged/Missing parts	Bohemia Interactive   505 Games	usr550@gt.edu	Computer Game		Windows	
4104	Battle Spirits 	Moderately Used	Bandai   	usr550@gt.edu	Card Game			
4105	Mass Effect 3	Like New		usr550@gt.edu	Video Game		Xbox	Optical disc
4106	Aaero	Heavily Used	Mad Fellows	usr550@gt.edu	Computer Game		Windows	
4107	Assassin's Creed: Brotherhood	Moderately Used	Ubisoft Montreal   Ubisoft	usr550@gt.edu	Computer Game		Windows	
4108	Parlor! Pro 64: Pachinko Jikki Simulation	Like New	Irem Software Engineering   	usr550@gt.edu	Video Game		Nintendo	Optical disc
4109	Alpha Prime	Like New	Black Element Software   IDEA Games, Meridian4, Bohemia Interactive	usr550@gt.edu	Computer Game		Linux	
4110	Jikkyou Powerful Pro Yakyuu 2014	Lightly Used	Konami   October 23, 2014	usr551@gt.edu	Video Game		PlayStation	Cartridge
4111	Aces of the Pacific	Mint	Dynamix   Sierra Entertainment	usr551@gt.edu	Computer Game		Windows	
4112	Battlefield 1942: The Road to Rome	Lightly Used	Digital Illusions CE   Electronic Arts	usr551@gt.edu	Computer Game		macOS	
4113	Battleship: Surface Thunder	Heavily Used		usr551@gt.edu	Computer Game		Windows	
4114	Cricket Attax	Lightly Used		usr551@gt.edu	Card Game			
4115	Humaliens Collectible Card Game 	Damaged/Missing parts	AEG   	usr551@gt.edu	Card Game			
4116	Mario Tennis 64JP	Lightly Used	Camelot   Nintendo	usr552@gt.edu	Video Game		Nintendo	Game card
4117	A.D.A.M. Life's Greatest Mysteries	Moderately Used	Columbia Healthcare Corporation	usr552@gt.edu	Computer Game		Windows	
4118	Jurassic: The Hunted	Moderately Used	Cauldron HQ   	usr552@gt.edu	Video Game		PlayStation	Cartridge
4119	"Guardians	"	Mint	FPG Inc.   	usr552@gt.edu	Card Game			
4120	Medal of Honor: Airborne	Heavily Used	First-person Shooter   EA Los Angeles	usr552@gt.edu	Video Game		Xbox	Cartridge
4121	The Witcher	Lightly Used	CD Projekt Red   Atari, Inc	usr552@gt.edu	Computer Game		macOS	
4122	Activision Anthology	Mint	MumboJumbo, MacPlay   Activision	usr552@gt.edu	Computer Game		Windows	
4123	"Guardians	"	Moderately Used	FPG Inc.   	usr552@gt.edu	Card Game			
4124	Tock	Moderately Used		usr552@gt.edu	Board Game			
4125	Battleground 9: Chickamauga	Lightly Used	TalonSoft	usr552@gt.edu	Computer Game		macOS	
4126	Fantasy Adventures 	Like New	Mayfair Games   	usr552@gt.edu	Card Game			
4127	Project I.G.I.	Moderately Used	Innerloop Studios   Eidos Interactive	usr552@gt.edu	Computer Game		Linux	
4128	Polaris SnoCross	Like New	Vicarious Visions   Vatical Entertainment	usr553@gt.edu	Video Game		Nintendo	Cartridge
4129	SWAT 4	Lightly Used	Irrational Games   Vivendi Universal Games, Sierra Entertainment	usr553@gt.edu	Computer Game		Linux	
4130	Kadesh	Heavily Used	XTR Corp  1991	usr553@gt.edu	Board Game			
4131	World of Warplanes	Damaged/Missing parts	Wargaming	usr553@gt.edu	Computer Game		macOS	
4132	Poptropica	Lightly Used		usr553@gt.edu	Computer Game		Windows	
4133	Star Wars: Republic Commando	Mint	LucasArts, Magellan Interactive   THQ Wireless	usr553@gt.edu	Computer Game		macOS	
4134	Me and My Pal 	Mint	Jigsaw Puzzle By Ravensburger NEW	usr553@gt.edu	Jigsaw Puzzle	48		
4135	Kevin Van Dam's Big Bass Challenge	Mint	Zoo Games   Unreleased	usr553@gt.edu	Video Game		PlayStation	Optical disc
4136	Vortium 	Mint	Domo Sur SRL   	usr553@gt.edu	Card Game			
4137	Don: Continuing Criminal Enterprise 	Mint	MythIntentions LLC   	usr553@gt.edu	Card Game			
4138	SimCity 3000	Moderately Used		usr553@gt.edu	Computer Game		macOS	
4139	Battleground 3: Waterloo	Moderately Used	TalonSoft	usr554@gt.edu	Computer Game		Windows	
4140	Stepping into Space 	Lightly Used	Floor Jigsaw Puzzle By Ravensburger NEW	usr554@gt.edu	Jigsaw Puzzle	24		
4141	Blitzkrieg	Like New	Nival Interactive   CDV, 1C Company, Virtual Programming	usr554@gt.edu	Computer Game		macOS	
4142	Allegiance: War of Factions	Mint		usr554@gt.edu	Card Game			
4143	Mad Riders	Damaged/Missing parts		usr555@gt.edu	Video Game		Xbox	Cartridge
4144	Rockstar Games	Like New	Racing/Automobile   1999-06-30NA	usr555@gt.edu	Video Game		Nintendo	Cartridge
4145	Tomb Raider Collectible Card Game 	Moderately Used	Precedence Entertainment   	usr555@gt.edu	Card Game			
4146	PGA European TourNA	Heavily Used	Infogrames Sheffield House   Infogrames	usr555@gt.edu	Video Game		Nintendo	Optical disc
4147	NFL Quarterback Club 98	Heavily Used	Iguana Entertainment   Acclaim Sports	usr555@gt.edu	Video Game		Nintendo	Game card
4148	Deep Diving Friends 	Lightly Used	Floor Jigsaw Puzzle By Ravensburger	usr555@gt.edu	Jigsaw Puzzle	24		
4149	Battleground 3: Waterloo	Lightly Used	TalonSoft	usr555@gt.edu	Computer Game		Windows	
4150	Fullmetal Alchemist Trading Card Game 	Like New	RC2 Inc./JoyRide Studios   	usr555@gt.edu	Card Game			
4151	Postal Redux	Mint	Running with Scissors	usr555@gt.edu	Computer Game		Linux	
4152	Wreck It Ralph 2 	Mint	Panoramic Jigsaw Puzzle By Ravensburger	usr555@gt.edu	Jigsaw Puzzle	20		
4153	BioShock 2	Heavily Used	2K Marin   2K Games	usr555@gt.edu	Computer Game		Linux	
4154	Airscape: The Fall of Gravity	Heavily Used	Cross-Product	usr555@gt.edu	Computer Game		macOS	
4155	PlanetSide 2	Moderately Used	Sony Online Entertainment	usr556@gt.edu	Computer Game		Windows	
4156	Sands of Salzaar	Damaged/Missing parts	Han-Squirrel Studio   XD	usr556@gt.edu	Computer Game		Windows	
4157	Metal Gear Solid HD Collection	Moderately Used		usr556@gt.edu	Video Game		Xbox	Game card
4158	Airscape: The Fall of Gravity	Lightly Used		usr556@gt.edu	Computer Game		macOS	
4159	Journey Collector's Edition	Mint	ThatGameCompany   October 28, 2012	usr556@gt.edu	Video Game		PlayStation	Cartridge
4160	Death Note Trading Card Game 	Damaged/Missing parts	Konami   	usr556@gt.edu	Card Game			
4161	Final War Tactical Card Game 	Lightly Used	Games Lab   	usr556@gt.edu	Card Game			
4162	Hatalom Kartyai Kartyajatak (AKA Power Cards Card Game)	Mint		usr556@gt.edu	Card Game			
4163	Age of Pirates: Caribbean Tales	Lightly Used	Akella   1C Company, Playlogic	usr556@gt.edu	Computer Game		Windows	
4164	Mark of the Ninja	Moderately Used	Action & Adventure   Klei Entertainment	usr557@gt.edu	Video Game		Xbox	Optical disc
4165	Stardew Valley	Damaged/Missing parts	Eric Barone   ChuckleFish, ConcernedApe	usr557@gt.edu	Computer Game		Windows	
4166	Final Twilight TCG 	Lightly Used	Neo Productions Unlimited   	usr557@gt.edu	Card Game			
4167	Candy Thun (art)	Mint	34/50	usr557@gt.edu	Jigsaw Puzzle	58		
4168	Suzanne Stofflet (riddles)	Moderately Used	27/50	usr557@gt.edu	Jigsaw Puzzle	45		
4169	SimCity 2000	Moderately Used	Maxis   Electronic Arts	usr558@gt.edu	Computer Game		Linux	
4170	Go Tell the Spartans	Damaged/Missing parts	LPS, Inc.  2003	usr558@gt.edu	Board Game			
4171	Secret of the Silver Blades	Heavily Used	Strategic Simulations, Inc.   Strategic Simulations, Inc., Pony Canyon, Inc.	usr558@gt.edu	Computer Game		Windows	
4172	Eurocom	Moderately Used	Midway Home Entertainment   Sports/Basketball	usr558@gt.edu	Video Game		Nintendo	Game card
4173	Accounting (video game)	Lightly Used		usr558@gt.edu	Computer Game		Windows	
4174	Case Closed Trading Card Game	Like New		usr558@gt.edu	Card Game			
4175	Automation - The Car Company Tycoon Game	Like New		usr558@gt.edu	Computer Game		macOS	
4176	Meet the Robinsons	Damaged/Missing parts		usr558@gt.edu	Video Game		Xbox	Game card
4177	Off with Her Head	Lightly Used	Jennifer Brown (art)	usr558@gt.edu	Jigsaw Puzzle	42		
4178	Might & Magic: Duel of Champions - Forgotten Wars	Moderately Used		usr558@gt.edu	Video Game		Xbox	Cartridge
4179	Hannibal: The Second Punic War	Damaged/Missing parts	Decision Games  1991	usr559@gt.edu	Board Game			
4180	James Bond 007: Blood Stone	Like New	Bizarre Creations   	usr559@gt.edu	Video Game		PlayStation	Game card
4181	Jurassic: The Hunted	Like New	Cauldron HQ   	usr559@gt.edu	Video Game		PlayStation	Cartridge
4182	Madagascar: Escape 2 Africa	Mint	Action   Papaya Studio	usr559@gt.edu	Video Game		Xbox	Game card
4183	Prince of Persia: The Sands of Time	Heavily Used	Ubisoft Montreal   Ubisoft	usr559@gt.edu	Computer Game		Windows	
4184	A Girls Fabric Face	Like New		usr559@gt.edu	Computer Game		Windows	
4185	Kick-Ass: The Game	Lightly Used	Frozen Codebase   Unreleased	usr559@gt.edu	Video Game		PlayStation	Cartridge
4186	Highlander: The Card Game 2nd Edition	Damaged/Missing parts		usr559@gt.edu	Card Game			
4187	Pachinko 365 Nichi	Like New	SETA Corporation   SETA Corporation	usr559@gt.edu	Video Game		Nintendo	Game card
4188	Hecatomb	Heavily Used	Wizards of the Coast   	usr560@gt.edu	Card Game			
4189	Fullmetal Alchemist Trading Card Game 	Mint	RC2 Inc./JoyRide Studios   	usr560@gt.edu	Card Game			
4190	Jurassic Park: The Game	Mint	Telltale Games   November 15, 2011	usr560@gt.edu	Video Game		PlayStation	Cartridge
4191	Age of Wonders: Shadow Magic	Heavily Used	Triumph Studios   Gathering of Developers	usr560@gt.edu	Computer Game		Windows	
4192	Accel World vs. Sword Art Online: Millennium Twilight	Lightly Used	Artdink   Bandai Namco Entertainment	usr560@gt.edu	Computer Game		macOS	
4193	Knights and Merchants: The Shattered Kingdom	Like New	Joymania Entertainment   TopWare Interactive, Interactive Magic	usr560@gt.edu	Computer Game		Windows	
4194	Kadesh	Lightly Used	XTR Corp  1991	usr560@gt.edu	Board Game			
4195	Stronghold	Like New	Firefly Studios, MacSoft   Take 2 Interactive, God Games	usr560@gt.edu	Computer Game		Windows	
4196	Pax Softnica	Lightly Used	Nintendo   Action/3D Rail Shooter	usr560@gt.edu	Video Game		Nintendo	Optical disc
4197	Brawlhalla	Heavily Used	Blue Mammoth Games   Ubisoft	usr560@gt.edu	Computer Game		Windows	
4198	Silent Hunter III	Mint	Ubisoft Bucharest   Ubisoft	usr561@gt.edu	Computer Game		Linux	
4199	Hegemon	Moderately Used	LPS, Inc.  2002	usr561@gt.edu	Board Game			
4200	Just Dance Kids 2	Heavily Used	Land Ho!   	usr561@gt.edu	Video Game		PlayStation	Optical disc
4201	Dixie	Heavily Used		usr561@gt.edu	Card Game			
4202	Madden NFL 06	Mint	Sports   EA Tiburon	usr561@gt.edu	Video Game		Xbox	Cartridge
4203	WWE Face Off 	Mint	Topps   	usr561@gt.edu	Card Game			
4204	Minecraft: Story Mode Season Two	Like New		usr561@gt.edu	Video Game		Xbox	Optical disc
4205	PlanetSide 2	Lightly Used	Sony Online Entertainment	usr561@gt.edu	Computer Game		Windows	
4206	Battleforge	Lightly Used	EA Phenomic   Electronic Arts	usr561@gt.edu	Computer Game		Linux	
4207	Warcraft III: Reign of Chaos	Like New	Blizzard Entertainment	usr561@gt.edu	Computer Game		Linux	
4208	Madden NFL 11	Mint	Sports   EA Tiburon	usr561@gt.edu	Video Game		Xbox	Optical disc
4209	The Crow 	Like New	Target Games/Heartbreaker Hobbies   	usr562@gt.edu	Card Game			
4210	Genso Suikoden Card Stories 	Damaged/Missing parts	Konami   	usr562@gt.edu	Card Game			
4211	The Powerpuff Girls: Chemical X-Traction	Mint	VIS Entertainment   	usr562@gt.edu	Video Game		Nintendo	Game card
4212	A Passion for Art: Renoir, Cezanne, Matisse, and Dr. Barnes	Mint	Corbis Corporation	usr562@gt.edu	Computer Game		macOS	
4213	Pony Island	Like New	Daniel Mullins Games	usr563@gt.edu	Computer Game		Windows	
4214	Age of Pirates 2: City of Abandoned Ships	Like New	Akella   Playlogic	usr563@gt.edu	Computer Game		Windows	
4215	Alteil	Like New	Flash-based online collectible card game produced by Japanese studio Dex Entertainment   	usr563@gt.edu	Card Game			
4216	Teenage Mutant Ninja Turtles Turtle Power 	Lightly Used		usr563@gt.edu	Card Game			
4217	Aliens Predator Collectible Card Game	Like New		usr563@gt.edu	Card Game			
4218	StarDrive	Damaged/Missing parts	Zero Sum Games   Iceberg Interactive	usr564@gt.edu	Computer Game		macOS	
4219	RockMan Dash: Hagane no BoukenshinJP	Moderately Used	Capcom Production Studio 2   Capcom	usr564@gt.edu	Video Game		Nintendo	Cartridge
4220	Metal Gear Solid V: Ground Zeroes	Moderately Used	Stealth, Action   Kojima Productions	usr564@gt.edu	Video Game		Xbox	Cartridge
4221	Audiosurf 2	Like New	Dylan Fitterer	usr564@gt.edu	Computer Game		Windows	
4222	Explore Space	Lightly Used	Jigsaw Puzzle By Ravensburger NEW	usr564@gt.edu	Jigsaw Puzzle	60		
4223	Cricket Attax	Damaged/Missing parts	Topps   	usr564@gt.edu	Card Game			
4224	kkrieger	Damaged/Missing parts	.theprodukkt	usr564@gt.edu	Computer Game		Windows	
4225	Nightmare Creatures	Lightly Used	Kalisto Entertainment   Activision	usr565@gt.edu	Video Game		Nintendo	Cartridge
4226	Caesar's Legions	Mint		usr565@gt.edu	Board Game			
4227	Hatalom Kartyai Kartyajatak (AKA Power Cards Card Game)	Lightly Used		usr565@gt.edu	Card Game			
4228	Austin Powers Collectible Card Game	Heavily Used	published by Decipher Inc.   	usr565@gt.edu	Card Game			
4229	Fire Emblem 0 (Cipher)	Mint	Nintendo/Intelligent Systems   	usr566@gt.edu	Card Game			
4230	The Eye of Judgment 	Lightly Used		usr566@gt.edu	Card Game			
4231	The Witcher 3: Wild Hunt	Like New	CD Projekt Red   Atari, Inc	usr566@gt.edu	Computer Game		macOS	
4232	ParaWorld	Mint	SEK   Sunflowers	usr566@gt.edu	Computer Game		Linux	
4233	Just Dance 2016	Moderately Used	Ubisoft Paris   	usr566@gt.edu	Video Game		PlayStation	Cartridge
4234	Adrift (video game)	Like New	Three One Zero   505 Games	usr566@gt.edu	Computer Game		Linux	
4235	Amnesia: A Machine for Pigs	Damaged/Missing parts	The Chinese Room   Frictional Games	usr566@gt.edu	Computer Game		Windows	
4236	Adventure Time Card Wars	Mint		usr566@gt.edu	Card Game			
4237	Borderlands 2	Heavily Used		usr566@gt.edu	Computer Game		Windows	
4238	GMT Games	Mint	2008  	usr566@gt.edu	Board Game			
4239	Cinderella	Heavily Used	Jennifer Brown	usr566@gt.edu	Jigsaw Puzzle	51		
4240	Hannibal at Bay	Moderately Used	Avalanche Press  2000	usr566@gt.edu	Board Game			
4241	Planetary Annihilation	Mint	Uber Entertainment	usr567@gt.edu	Computer Game		Windows	
4242	Force of Will 	Lightly Used	Force of Will Ltd.   	usr567@gt.edu	Card Game			
4243	Dimps	Moderately Used	Namco Bandai Games   Unreleased	usr567@gt.edu	Video Game		Xbox	Cartridge
4244	World of Goo	Lightly Used	2D Boy	usr567@gt.edu	Computer Game		Windows	
4245	"Yu-Gi-Oh! Trading Card Game	"	Heavily Used		usr567@gt.edu	Card Game			
4246	Time Traveler	Moderately Used	Andrea Farnham (art and tricks)	usr567@gt.edu	Jigsaw Puzzle	32		
4247	Joust	Like New	Sony Online Entertainment   Unreleased	usr567@gt.edu	Video Game		PlayStation	Cartridge
4248	Monster Hunter Frontier G10	Moderately Used	Action role-playing, Expansion   Capcom	usr567@gt.edu	Video Game		Xbox	Cartridge
4249	Towers in Time 	Mint	Thunder Castle Games   	usr567@gt.edu	Card Game			
4250	InfogramesPAL	Damaged/Missing parts	Action/Adventure   1998-07-18NA	usr567@gt.edu	Video Game		Nintendo	Optical disc
4251	Afterparty	Heavily Used	Night School Studio	usr567@gt.edu	Computer Game		Windows	
4252	Metal Gear Solid HD Collection	Moderately Used		usr567@gt.edu	Video Game		Xbox	Game card
4253	Mega Man 10	Moderately Used		usr568@gt.edu	Video Game		Xbox	Game card
4254	Empire Earth III	Mint		usr568@gt.edu	Computer Game		Linux	
4255	Transformers 	Like New	Wizards of the Coast   	usr568@gt.edu	Card Game			
4256	Sacred	Mint	Ascaron   Encore, Koch Media, Red Ant Enterprises	usr568@gt.edu	Computer Game		Windows	
4257	Bastion	Lightly Used	Supergiant Games   Warner Bros. Interactive Entertainment	usr568@gt.edu	Computer Game		Linux	
